home,away,date,gh,ga,full_time,competition,home_ident,away_ident,home_country,away_country,home_code,away_code,home_continent,away_continent,continent,level
Central Espanol,Club Social Y Deportivo Huracan Buceo,1990-04-14,1.0,0.0,F,uruguay,Central Espanol (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,CA Progreso,1990-04-14,1.0,0.0,F,uruguay,Racing Club (Uruguay),CA Progreso (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,CA Cerro,1990-04-14,1.0,0.0,F,uruguay,River Plate (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,CA Penarol,1990-04-14,1.0,0.0,F,uruguay,Nacional (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Montevideo Wanderers,1990-04-14,0.0,0.0,F,uruguay,Danubio (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Liverpool,1990-04-14,1.0,1.0,F,uruguay,Rentistas (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Defensor Sporting,1990-04-14,1.0,0.0,F,uruguay,Bella Vista (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,River Plate,1990-04-21,0.0,0.0,F,uruguay,Nacional (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Racing Club,1990-04-21,1.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,CA Cerro,1990-04-21,1.0,1.0,F,uruguay,CA Penarol (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Rentistas,1990-04-21,0.0,0.0,F,uruguay,Defensor Sporting (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Liverpool,1990-04-21,2.0,0.0,F,uruguay,Bella Vista (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Progreso,Club Social Y Deportivo Huracan Buceo,1990-04-21,1.0,0.0,F,uruguay,CA Progreso (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Central Espanol,1990-04-21,1.0,0.0,F,uruguay,Danubio (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,CA Penarol,1990-04-28,1.0,0.0,F,uruguay,Danubio (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Central Espanol,1990-04-28,1.0,1.0,F,uruguay,Bella Vista (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,CA Cerro,1990-04-28,3.0,1.0,F,uruguay,Racing Club (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Defensor Sporting,1990-04-28,1.0,1.0,F,uruguay,Nacional (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Club Social Y Deportivo Huracan Buceo,1990-04-28,2.0,0.0,F,uruguay,Liverpool (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,CA Progreso,1990-04-28,3.0,1.0,F,uruguay,Rentistas (Uruguay),CA Progreso (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,River Plate,1990-04-28,3.0,2.0,F,uruguay,Montevideo Wanderers (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Nacional,1990-05-05,1.0,0.0,F,uruguay,Racing Club (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,CA Cerro,1990-05-05,1.0,1.0,F,uruguay,Liverpool (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,CA Penarol,1990-05-05,0.0,0.0,F,uruguay,Montevideo Wanderers (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Progreso,River Plate,1990-05-05,2.0,0.0,F,uruguay,CA Progreso (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Central Espanol,Rentistas,1990-05-05,2.0,1.0,F,uruguay,Central Espanol (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Club Social Y Deportivo Huracan Buceo,1990-05-05,4.0,1.0,F,uruguay,Bella Vista (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Danubio,1990-05-05,1.0,0.0,F,uruguay,Defensor Sporting (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Liverpool,1990-05-12,2.0,0.0,F,uruguay,CA Penarol (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Club Social Y Deportivo Huracan Buceo,1990-05-12,2.0,0.0,F,uruguay,Montevideo Wanderers (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Danubio,1990-05-12,1.0,0.0,F,uruguay,Racing Club (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,CA Cerro,1990-05-12,1.0,0.0,F,uruguay,Bella Vista (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Nacional,1990-05-12,1.0,1.0,F,uruguay,Rentistas (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,River Plate,1990-05-12,3.0,0.0,F,uruguay,Defensor Sporting (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Central Espanol,CA Progreso,1990-05-12,1.0,0.0,F,uruguay,Central Espanol (Uruguay),CA Progreso (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Central Espanol,1990-05-19,0.0,0.0,F,uruguay,CA Cerro (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,CA Progreso,1990-05-19,3.0,2.0,F,uruguay,Liverpool (Uruguay),CA Progreso (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Danubio,1990-05-19,1.0,1.0,F,uruguay,Bella Vista (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,River Plate,1990-05-19,1.0,0.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,CA Penarol,1990-05-19,0.0,0.0,F,uruguay,Rentistas (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Racing Club,1990-05-19,1.0,1.0,F,uruguay,Defensor Sporting (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Montevideo Wanderers,1990-05-19,2.0,1.0,F,uruguay,Nacional (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Racing Club,1990-05-26,1.0,0.0,F,uruguay,CA Penarol (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Central Espanol,1990-05-26,3.0,1.0,F,uruguay,Liverpool (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,CA Progreso,1990-05-26,2.0,0.0,F,uruguay,Bella Vista (Uruguay),CA Progreso (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Club Social Y Deportivo Huracan Buceo,1990-05-26,3.0,1.0,F,uruguay,CA Cerro (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Rentistas,1990-05-26,2.0,2.0,F,uruguay,River Plate (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Nacional,1990-05-26,1.0,1.0,F,uruguay,Danubio (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Montevideo Wanderers,1990-05-26,1.0,0.0,F,uruguay,Defensor Sporting (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,CA Penarol,1990-06-02,0.0,3.0,F,uruguay,River Plate (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Club Social Y Deportivo Huracan Buceo,1990-06-02,2.0,1.0,F,uruguay,Danubio (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Central Espanol,1990-06-02,2.0,1.0,F,uruguay,Racing Club (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,CA Cerro,1990-06-02,2.0,0.0,F,uruguay,Nacional (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,CA Progreso,1990-06-02,0.0,2.0,F,uruguay,Montevideo Wanderers (Uruguay),CA Progreso (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Bella Vista,1990-06-02,2.0,2.0,F,uruguay,Rentistas (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Defensor Sporting,1990-06-02,1.0,1.0,F,uruguay,Liverpool (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,Nacional,1990-06-09,1.0,2.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Central Espanol,1990-06-09,2.0,1.0,F,uruguay,CA Penarol (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Danubio,1990-06-09,0.0,0.0,F,uruguay,CA Cerro (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Liverpool,1990-06-09,0.0,2.0,F,uruguay,Montevideo Wanderers (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Rentistas,1990-06-09,2.0,2.0,F,uruguay,Racing Club (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Bella Vista,1990-06-09,0.0,3.0,F,uruguay,River Plate (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Progreso,Defensor Sporting,1990-06-09,0.0,2.0,F,uruguay,CA Progreso (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Nacional,1990-06-16,0.0,0.0,F,uruguay,Liverpool (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,CA Progreso,1990-06-16,0.0,1.0,F,uruguay,CA Cerro (Uruguay),CA Progreso (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Bella Vista,1990-06-16,0.0,0.0,F,uruguay,Racing Club (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,CA Penarol,1990-06-16,1.0,3.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Central Espanol,1990-06-16,0.0,1.0,F,uruguay,Defensor Sporting (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Montevideo Wanderers,1990-06-16,0.0,1.0,F,uruguay,Rentistas (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Danubio,1990-06-16,3.0,2.0,F,uruguay,River Plate (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Progreso,CA Penarol,1990-06-23,2.0,1.0,F,uruguay,CA Progreso (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,CA Cerro,1990-06-23,0.0,0.0,F,uruguay,Defensor Sporting (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Liverpool,1990-06-23,1.0,0.0,F,uruguay,Danubio (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Central Espanol,Nacional,1990-06-23,0.0,2.0,F,uruguay,Central Espanol (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,Rentistas,1990-06-23,1.0,2.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Racing Club,1990-06-23,2.0,1.0,F,uruguay,River Plate (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Montevideo Wanderers,1990-06-23,2.0,1.0,F,uruguay,Bella Vista (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Nacional,1990-06-30,1.0,0.0,F,uruguay,Bella Vista (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Rentistas,1990-06-30,1.0,1.0,F,uruguay,CA Cerro (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Liverpool,1990-06-30,2.0,0.0,F,uruguay,River Plate (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,Racing Club,1990-06-30,0.0,0.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,CA Progreso,1990-06-30,2.0,0.0,F,uruguay,Danubio (Uruguay),CA Progreso (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Defensor Sporting,1990-06-30,4.0,0.0,F,uruguay,CA Penarol (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Central Espanol,1990-06-30,0.0,2.0,F,uruguay,Montevideo Wanderers (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Liverpool,1990-08-04,2.0,1.0,F,uruguay,Racing Club (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Bella Vista,1990-08-04,1.0,2.0,F,uruguay,CA Penarol (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,CA Cerro,1990-08-04,2.0,0.0,F,uruguay,Montevideo Wanderers (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Progreso,Nacional,1990-08-04,1.0,3.0,F,uruguay,CA Progreso (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Central Espanol,1990-08-04,2.0,0.0,F,uruguay,River Plate (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Danubio,1990-08-04,0.0,1.0,F,uruguay,Rentistas (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Club Social Y Deportivo Huracan Buceo,1990-08-04,4.0,0.0,F,uruguay,Defensor Sporting (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,Central Espanol,1990-08-11,1.0,1.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Progreso,Racing Club,1990-08-11,1.0,1.0,F,uruguay,CA Progreso (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,River Plate,1990-08-11,3.0,2.0,F,uruguay,CA Cerro (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Nacional,1990-08-11,2.0,0.0,F,uruguay,CA Penarol (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Danubio,1990-08-11,2.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
